Carlow County Council,Cavan County Council,Clare County Council,Cork City Council,Cork County Council,Donegal County Council,Dublin City Council,Dún Laoghaire Rathdown County Council,Fingal County Council,Galway City Council,Galway County Council,Ireland,Kerry County Council,Kildare County Council,Kilkenny County Council,Laois County Council,Leitrim County Council,Limerick City & County Council,Longford County Council,Louth County Council,Mayo  County Council,Meath County Council,Monaghan County Council,Offaly County Council,Roscommon County Council,Sligo County Council,South Dublin County Council,Tipperary County Council,Waterford City & County Council,Westmeath County Council,Wexford County Council,Wicklow County Council
18.0,20.0,40.0,62.0,110.0,62.0,264.0,124.0,62.0,17.0,81.0,1737.0,56.0,39.0,44.0,21.0,14.0,74.0,19.0,39.0,80.0,52.0,26.0,30.0,32.0,45.0,72.0,63.0,40.0,36.0,42.0,53.0
6.0,12.0,14.0,17.0,43.0,26.0,98.0,65.0,24.0,9.0,39.0,718.0,22.0,25.0,19.0,8.0,8.0,24.0,7.0,11.0,28.0,20.0,9.0,20.0,23.0,12.0,28.0,28.0,17.0,11.0,22.0,23.0
14.0,29.0,51.0,61.0,140.0,91.0,265.0,132.0,53.0,24.0,98.0,1826.0,66.0,54.0,36.0,13.0,21.0,68.0,11.0,50.0,61.0,63.0,21.0,27.0,38.0,23.0,63.0,70.0,33.0,40.0,51.0,59.0
12.0,21.0,38.0,42.0,103.0,63.0,194.0,92.0,39.0,20.0,69.0,1344.0,56.0,40.0,28.0,8.0,14.0,50.0,10.0,39.0,49.0,44.0,20.0,19.0,30.0,18.0,40.0,49.0,29.0,28.0,36.0,44.0
2.0,8.0,13.0,19.0,37.0,28.0,71.0,40.0,14.0,4.0,29.0,482.0,10.0,14.0,8.0,5.0,7.0,18.0,1.0,11.0,12.0,19.0,1.0,8.0,8.0,5.0,23.0,21.0,4.0,12.0,15.0,15.0
11.0,23.0,40.0,54.0,84.0,48.0,200.0,95.0,48.0,19.0,54.0,1283.0,33.0,37.0,32.0,15.0,6.0,50.0,13.0,30.0,52.0,42.0,17.0,19.0,28.0,21.0,41.0,41.0,26.0,24.0,42.0,38.0
8.0,16.0,28.0,43.0,66.0,34.0,142.0,61.0,32.0,16.0,47.0,956.0,24.0,29.0,23.0,14.0,6.0,36.0,10.0,25.0,42.0,33.0,14.0,11.0,19.0,14.0,34.0,34.0,19.0,17.0,33.0,26.0
3.0,7.0,12.0,11.0,18.0,14.0,58.0,34.0,16.0,3.0,7.0,327.0,9.0,8.0,9.0,1.0,0.0,14.0,3.0,5.0,10.0,9.0,3.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0,12.0
11.0,13.0,31.0,39.0,65.0,27.0,115.0,57.0,51.0,12.0,44.0,949.0,45.0,28.0,24.0,10.0,17.0,33.0,8.0,25.0,34.0,24.0,9.0,16.0,13.0,22.0,38.0,33.0,20.0,23.0,37.0,25.0
9.0,10.0,20.0,28.0,49.0,21.0,87.0,43.0,40.0,10.0,36.0,732.0,32.0,21.0,19.0,8.0,14.0,24.0,6.0,20.0,24.0,18.0,9.0,13.0,12.0,18.0,29.0,27.0,15.0,18.0,31.0,21.0
2.0,3.0,11.0,11.0,16.0,6.0,28.0,14.0,11.0,2.0,8.0,217.0,13.0,7.0,5.0,2.0,3.0,9.0,2.0,5.0,10.0,6.0,0.0,3.0,1.0,4.0,9.0,6.0,5.0,5.0,6.0,4.0
7.0,8.0,15.0,23.0,47.0,15.0,81.0,45.0,21.0,15.0,34.0,622.0,19.0,15.0,16.0,5.0,6.0,36.0,6.0,20.0,27.0,19.0,11.0,8.0,7.0,12.0,17.0,21.0,17.0,11.0,22.0,16.0
5.0,7.0,12.0,20.0,40.0,11.0,57.0,35.0,18.0,14.0,29.0,492.0,15.0,12.0,14.0,1.0,5.0,27.0,6.0,17.0,18.0,16.0,9.0,7.0,6.0,11.0,13.0,16.0,13.0,8.0,18.0,12.0
2.0,1.0,3.0,3.0,7.0,4.0,24.0,10.0,3.0,1.0,5.0,130.0,4.0,3.0,2.0,4.0,1.0,9.0,0.0,3.0,9.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0
7.0,6.0,14.0,24.0,25.0,18.0,64.0,32.0,22.0,4.0,22.0,441.0,12.0,13.0,9.0,3.0,3.0,17.0,1.0,7.0,14.0,15.0,5.0,4.0,9.0,10.0,17.0,10.0,19.0,6.0,21.0,8.0
6.0,6.0,11.0,20.0,17.0,13.0,49.0,26.0,20.0,1.0,16.0,336.0,9.0,12.0,5.0,3.0,3.0,11.0,0.0,6.0,12.0,12.0,5.0,4.0,6.0,8.0,10.0,5.0,15.0,3.0,15.0,7.0
1.0,0.0,3.0,4.0,8.0,5.0,15.0,6.0,2.0,3.0,6.0,105.0,3.0,1.0,4.0,0.0,0.0,6.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,7.0,5.0,4.0,3.0,6.0,1.0
3.0,18.0,19.0,26.0,54.0,33.0,100.0,55.0,21.0,8.0,42.0,738.0,14.0,25.0,18.0,10.0,4.0,41.0,6.0,28.0,31.0,21.0,8.0,5.0,12.0,12.0,36.0,23.0,19.0,12.0,16.0,18.0
3.0,12.0,16.0,20.0,43.0,31.0,80.0,42.0,17.0,5.0,26.0,584.0,12.0,19.0,12.0,10.0,4.0,34.0,5.0,23.0,25.0,17.0,7.0,4.0,7.0,9.0,29.0,19.0,15.0,9.0,14.0,15.0
0.0,6.0,3.0,6.0,11.0,2.0,20.0,13.0,4.0,3.0,16.0,154.0,2.0,6.0,6.0,0.0,0.0,7.0,1.0,5.0,6.0,4.0,1.0,1.0,5.0,3.0,7.0,4.0,4.0,3.0,2.0,3.0
